,politician,state,party,district,cid,contributor,individual_amount,PAC_amount,total_amount
595,Anthony Gonzalez,Ohio,Republican, District 16,N00041690,Ferragon Corp,17450,0,17450
596,Anthony Gonzalez,Ohio,Republican, District 16,N00041690,Cohen & Co,16150,0,16150
597,Anthony Gonzalez,Ohio,Republican, District 16,N00041690,Council of Insurance Agents & Brokers,0,15000,15000
598,Anthony Gonzalez,Ohio,Republican, District 16,N00041690,Ernst & Young,0,15000,15000
599,Anthony Gonzalez,Ohio,Republican, District 16,N00041690,Transdigm Group,13700,0,13700
600,Lance Gooden,Texas,Republican, District 5,N00042237,AbbVie Inc,5360,15000,20360
601,Lance Gooden,Texas,Republican, District 5,N00042237,American Resort Development Assn,0,15000,15000
602,Lance Gooden,Texas,Republican, District 5,N00042237,Border Health,0,15000,15000
603,Lance Gooden,Texas,Republican, District 5,N00042237,Ernst & Young,0,15000,15000
604,Lance Gooden,Texas,Republican, District 5,N00042237,American Bankers Assn,0,12500,12500
605,Lance Gooden,Texas,Republican, District 5,N00042237,Comcast Corp,0,12500,12500
606,Lance Gooden,Texas,Republican, District 5,N00042237,Crow Holdings,12200,0,12200
607,Lance Gooden,Texas,Republican, District 5,N00042237,Ashford Hospitality Trust,11200,0,11200
608,Lance Gooden,Texas,Republican, District 5,N00042237,Associa,11200,0,11200
609,Lance Gooden,Texas,Republican, District 5,N00042237,Hbc Investments,11200,0,11200
610,Lindsey Graham,South Carolina,Republican, Senate,N00009975,Republican Jewish Coalition,102555,8239,110794
611,Lindsey Graham,South Carolina,Republican, Senate,N00009975,US Dept of Defense,48893,0,48893
612,Lindsey Graham,South Carolina,Republican, Senate,N00009975,Bank of America,46364,0,46364
613,Lindsey Graham,South Carolina,Republican, Senate,N00009975,Wells Fargo,45053,1000,46053
614,Lindsey Graham,South Carolina,Republican, Senate,N00009975,US Government,42591,0,42591
615,Lindsey Graham,South Carolina,Republican, Senate,N00009975,Boeing Co,32259,9000,41259
616,Lindsey Graham,South Carolina,Republican, Senate,N00009975,Blackstone Group,36333,0,36333
617,Lindsey Graham,South Carolina,Republican, Senate,N00009975,Blue Cross/Blue Shield,24221,10000,34221
618,Lindsey Graham,South Carolina,Republican, Senate,N00009975,Berkshire Hathaway,23113,10000,33113
619,Lindsey Graham,South Carolina,Republican, Senate,N00009975,Comcast Corp,23048,10000,33048
620,Garret Graves,Louisiana,Republican, District 6,N00036135,Valero Energy,15300,10000,25300
621,Garret Graves,Louisiana,Republican, District 6,N00036135,Clearpath Foundation,16200,0,16200
622,Garret Graves,Louisiana,Republican, District 6,N00036135,Occidental Petroleum,2000,10000,12000
623,Garret Graves,Louisiana,Republican, District 6,N00036135,Edison Chouest Offshore,11200,0,11200
624,Garret Graves,Louisiana,Republican, District 6,N00036135,Chevron Corp,1000,10000,11000
625,Garret Graves,Louisiana,Republican, District 6,N00036135,Deere & Co,500,10000,10500
626,Garret Graves,Louisiana,Republican, District 6,N00036135,Exxon Mobil,60,10000,10060
627,Garret Graves,Louisiana,Republican, District 6,N00036135,Air Line Pilots Assn,0,10000,10000
628,Garret Graves,Louisiana,Republican, District 6,N00036135,American Sportfishing Assn,0,10000,10000
629,Garret Graves,Louisiana,Republican, District 6,N00036135,American Sugar Cane League,0,10000,10000
630,Mark Green,Tennessee,Republican, District 7,N00041873,Rogers Group,22525,0,22525
631,Mark Green,Tennessee,Republican, District 7,N00041873,Ariel Corp,18600,0,18600
632,Mark Green,Tennessee,Republican, District 7,N00041873,House Freedom Fund,5175,10000,15175
633,Mark Green,Tennessee,Republican, District 7,N00041873,Hand Family Companies,14600,0,14600
634,Mark Green,Tennessee,Republican, District 7,N00041873,State of Tennessee,12658,0,12658
635,Mark Green,Tennessee,Republican, District 7,N00041873,Advance Financial,11200,0,11200
636,Mark Green,Tennessee,Republican, District 7,N00041873,AXA                                     ,11200,0,11200
637,Mark Green,Tennessee,Republican, District 7,N00041873,Clark Enterprises                       ,11200,0,11200
638,Mark Green,Tennessee,Republican, District 7,N00041873,"Cohen, Klingenstein & Marks",11200,0,11200
639,Mark Green,Tennessee,Republican, District 7,N00041873,Copart Inc,10800,0,10800
640,Glenn S Grothman,Wisconsin,Republican, District 6,N00036409,Northwestern Mutual,8250,10000,18250
641,Glenn S Grothman,Wisconsin,Republican, District 6,N00036409,Oshkosh Corp,4004,10000,14004
642,Glenn S Grothman,Wisconsin,Republican, District 6,N00036409,Prosperity Action,0,12000,12000
643,Glenn S Grothman,Wisconsin,Republican, District 6,N00036409,Uline Inc,11200,0,11200
644,Glenn S Grothman,Wisconsin,Republican, District 6,N00036409,Marcus Foundation,11198,0,11198
645,Glenn S Grothman,Wisconsin,Republican, District 6,N00036409,Western National Group,11096,0,11096
646,Glenn S Grothman,Wisconsin,Republican, District 6,N00036409,Station Casinos,10976,0,10976
647,Glenn S Grothman,Wisconsin,Republican, District 6,N00036409,American Crystal Sugar,0,10000,10000
648,Glenn S Grothman,Wisconsin,Republican, District 6,N00036409,Asian American Hotel Owners Assn,0,10000,10000
649,Glenn S Grothman,Wisconsin,Republican, District 6,N00036409,Brunswick Corp,0,10000,10000
650,Debra Haaland,New Mexico,Democrat, District 1,N00040933,University of New Mexico,43512,0,43512
651,Debra Haaland,New Mexico,Democrat, District 1,N00040933,Womencount PAC,27600,0,27600
652,Debra Haaland,New Mexico,Democrat, District 1,N00040933,American Crystal Sugar,0,10000,10000
653,Debra Haaland,New Mexico,Democrat, District 1,N00040933,American Federation of State/Cnty/Munic Employees,0,10000,10000
654,Debra Haaland,New Mexico,Democrat, District 1,N00040933,Communications Workers of America,0,10000,10000
655,Debra Haaland,New Mexico,Democrat, District 1,N00040933,Elect Democratic Women,0,10000,10000
656,Debra Haaland,New Mexico,Democrat, District 1,N00040933,Lobo PAC,0,10000,10000
657,Debra Haaland,New Mexico,Democrat, District 1,N00040933,Machinists/Aerospace Workers Union,0,10000,10000
658,Debra Haaland,New Mexico,Democrat, District 1,N00040933,Plumbers/Pipefitters Union,0,10000,10000
659,Debra Haaland,New Mexico,Democrat, District 1,N00040933,Pueblo of Laguna,9895,0,9895
660,Andy Harris,Maryland,Republican, District 1,N00029147,Blackstone Group                        ,24850,0,24850
661,Andy Harris,Maryland,Republican, District 1,N00029147,US Anesthesia Partners,15600,5000,20600
662,Andy Harris,Maryland,Republican, District 1,N00029147,Emergent Biosolutions,11200,7500,18700
663,Andy Harris,Maryland,Republican, District 1,N00029147,House Freedom Fund,7100,10000,17100
664,Andy Harris,Maryland,Republican, District 1,N00029147,Chesapeake Shipbuilding,11200,0,11200
665,Andy Harris,Maryland,Republican, District 1,N00029147,Merritt Properties,11200,0,11200
666,Andy Harris,Maryland,Republican, District 1,N00029147,San Francisco Giants,11200,0,11200
667,Andy Harris,Maryland,Republican, District 1,N00029147,American Academy of Dermatology Assn,0,10000,10000
668,Andy Harris,Maryland,Republican, District 1,N00029147,American Academy of Orthopaedic Surgeons,0,10000,10000
669,Andy Harris,Maryland,Republican, District 1,N00029147,American College of Radiology,0,10000,10000
670,Maggie Hassan,New Hampshire,Democrat, Senate,N00038397,Harvard University,14240,0,14240
671,Maggie Hassan,New Hampshire,Democrat, Senate,N00038397,US Acute Care Solutions,7000,5000,12000
672,Maggie Hassan,New Hampshire,Democrat, Senate,N00038397,Dartmouth College,11534,0,11534
673,Maggie Hassan,New Hampshire,Democrat, Senate,N00038397,Aloha Partners,11200,0,11200
674,Maggie Hassan,New Hampshire,Democrat, Senate,N00038397,Cozen O'Connor,11200,0,11200
675,Maggie Hassan,New Hampshire,Democrat, Senate,N00038397,Lone Pine Capital,11200,0,11200
676,Maggie Hassan,New Hampshire,Democrat, Senate,N00038397,US Anesthesia Partners,5500,5000,10500
677,Maggie Hassan,New Hampshire,Democrat, Senate,N00038397,A New Direction PAC,0,10000,10000
678,Maggie Hassan,New Hampshire,Democrat, Senate,N00038397,All For Our Country,0,10000,10000
679,Maggie Hassan,New Hampshire,Democrat, Senate,N00038397,American Podiatric Medical Assn,0,10000,10000
680,Jahana Hayes,Connecticut,Democrat, District 5,N00043421,United for A Strong America,22400,10000,32400
681,Jahana Hayes,Connecticut,Democrat, District 5,N00043421,EMILY's List,12500,10000,22500
682,Jahana Hayes,Connecticut,Democrat, District 5,N00043421,Cme Church,21040,0,21040
683,Jahana Hayes,Connecticut,Democrat, District 5,N00043421,Carpenters & Joiners Union,0,15000,15000
684,Jahana Hayes,Connecticut,Democrat, District 5,N00043421,House Majority PAC,0,15000,15000
685,Jahana Hayes,Connecticut,Democrat, District 5,N00043421,Service Employees International Union,5000,10000,15000
686,Jahana Hayes,Connecticut,Democrat, District 5,N00043421,Trian Partners,14000,0,14000
687,Jahana Hayes,Connecticut,Democrat, District 5,N00043421,League of Conservation Voters,11200,1075,12275
688,Jahana Hayes,Connecticut,Democrat, District 5,N00043421,Lowercase Capital,11200,0,11200
689,Jahana Hayes,Connecticut,Democrat, District 5,N00043421,National Education Assn,754,10000,10754
690,Kevin Hern,Oklahoma,Republican, District 1,N00040829,McDonald's Corp,102785,5000,107785
691,Kevin Hern,Oklahoma,Republican, District 1,N00040829,Koch Industries,0,15000,15000
692,Kevin Hern,Oklahoma,Republican, District 1,N00040829,Bancfirst,12600,1000,13600
693,Kevin Hern,Oklahoma,Republican, District 1,N00040829,Oklahoma State University,13220,0,13220
694,Kevin Hern,Oklahoma,Republican, District 1,N00040829,National Beer Wholesalers Assn,0,12500,12500
695,Kevin Hern,Oklahoma,Republican, District 1,N00040829,Hydrohoist,12200,0,12200
696,Kevin Hern,Oklahoma,Republican, District 1,N00040829,Ngl Energy Partners,11200,0,11200
697,Kevin Hern,Oklahoma,Republican, District 1,N00040829,AAON Inc,11100,0,11100
698,Kevin Hern,Oklahoma,Republican, District 1,N00040829,American Bankers Assn,1000,10000,11000
699,Kevin Hern,Oklahoma,Republican, District 1,N00040829,Cox Enterprises,3000,7500,10500
700,Clay Higgins,Louisiana,Republican, District 3,N00039953,LHC Group,9100,8400,17500
701,Clay Higgins,Louisiana,Republican, District 3,N00039953,Clearpath Foundation,11200,0,11200
702,Clay Higgins,Louisiana,Republican, District 3,N00039953,Acadian Companies,6000,5000,11000
703,Clay Higgins,Louisiana,Republican, District 3,N00039953,Eye of the Tiger PAC,0,10000,10000
704,Clay Higgins,Louisiana,Republican, District 3,N00039953,National Assn of Realtors,0,10000,10000
705,Clay Higgins,Louisiana,Republican, District 3,N00039953,New Industries,8400,0,8400
706,Clay Higgins,Louisiana,Republican, District 3,N00039953,King Trucking,8300,0,8300
707,Clay Higgins,Louisiana,Republican, District 3,N00039953,Lake Charles Pilots Inc,0,7500,7500
708,Clay Higgins,Louisiana,Republican, District 3,N00039953,Northrop Grumman,0,7500,7500
709,Clay Higgins,Louisiana,Republican, District 3,N00039953,AT&T Inc,111,6000,6111
710,Mazie K Hirono,Hawaii,Democrat, Senate,N00028139,Intellectual Ventures LLC,0,10000,10000
711,Mazie K Hirono,Hawaii,Democrat, Senate,N00028139,University of Hawaii,9211,0,9211
712,Mazie K Hirono,Hawaii,Democrat, Senate,N00028139,State of Hawaii,7844,0,7844
713,Mazie K Hirono,Hawaii,Democrat, Senate,N00028139,"Kobayashi, Sugita & Goda",7800,0,7800
714,Mazie K Hirono,Hawaii,Democrat, Senate,N00028139,Hawaiian Electric Industries,7000,0,7000
715,Mazie K Hirono,Hawaii,Democrat, Senate,N00028139,Covington & Burling,1000,5000,6000
716,Mazie K Hirono,Hawaii,Democrat, Senate,N00028139,US Navy,5646,0,5646
717,Mazie K Hirono,Hawaii,Democrat, Senate,N00028139,"Wilson, Sonsini et al                   ",5600,0,5600
718,Mazie K Hirono,Hawaii,Democrat, Senate,N00028139,Corning Inc,25,5000,5025
719,Mazie K Hirono,Hawaii,Democrat, Senate,N00028139,Parsons Corp,5,5000,5005
720,Trey Hollingsworth,Indiana,Republican, District 9,N00038429,UBS AG,1500,10000,11500
721,Trey Hollingsworth,Indiana,Republican, District 9,N00038429,Ernst & Young,500,10000,10500
722,Trey Hollingsworth,Indiana,Republican, District 9,N00038429,Ally Financial,0,10000,10000
723,Trey Hollingsworth,Indiana,Republican, District 9,N00038429,American Bankers Assn,0,10000,10000
724,Trey Hollingsworth,Indiana,Republican, District 9,N00038429,American Institute of CPAs,0,10000,10000
725,Trey Hollingsworth,Indiana,Republican, District 9,N00038429,American Society of Travel Advisors,0,10000,10000
726,Trey Hollingsworth,Indiana,Republican, District 9,N00038429,American Trucking Assns,0,10000,10000
727,Trey Hollingsworth,Indiana,Republican, District 9,N00038429,AT&T Inc,0,10000,10000
728,Trey Hollingsworth,Indiana,Republican, District 9,N00038429,Council of Insurance Agents & Brokers,0,10000,10000
729,Trey Hollingsworth,Indiana,Republican, District 9,N00038429,Credit Union National Assn,0,10000,10000
730,Chrissy Houlahan,Pennsylvania,Democrat, District 6,N00040949,Comcast Corp,35042,10000,45042
731,Chrissy Houlahan,Pennsylvania,Democrat, District 6,N00040949,EMILY's List,29586,10000,39586
732,Chrissy Houlahan,Pennsylvania,Democrat, District 6,N00040949,Bain Capital,22400,0,22400
733,Chrissy Houlahan,Pennsylvania,Democrat, District 6,N00040949,University of Pennsylvania,20513,0,20513
734,Chrissy Houlahan,Pennsylvania,Democrat, District 6,N00040949,Service Employees International Union,7500,7500,15000
735,Chrissy Houlahan,Pennsylvania,Democrat, District 6,N00040949,Berkshire Partners,13566,0,13566
736,Chrissy Houlahan,Pennsylvania,Democrat, District 6,N00040949,Baupost Group,13150,0,13150
737,Chrissy Houlahan,Pennsylvania,Democrat, District 6,N00040949,Cerner Corp,5650,7500,13150
738,Chrissy Houlahan,Pennsylvania,Democrat, District 6,N00040949,Bend The Arc Jewish Action,12813,114,12927
739,Chrissy Houlahan,Pennsylvania,Democrat, District 6,N00040949,Children's Hospital of Philadelphia,12890,0,12890
740,Jared Huffman,California,Democrat, District 2,N00033030,Biomarin Pharmaceutical,50,10000,10050
741,Jared Huffman,California,Democrat, District 2,N00033030,American Society of Anesthesiologists,0,10000,10000
742,Jared Huffman,California,Democrat, District 2,N00033030,Deutsche Telekom,0,10000,10000
743,Jared Huffman,California,Democrat, District 2,N00033030,Machinists/Aerospace Workers Union,0,10000,10000
744,Jared Huffman,California,Democrat, District 2,N00033030,Painters & Allied Trades Union,0,10000,10000
745,Jared Huffman,California,Democrat, District 2,N00033030,"Sheet Metal, Air, Rail & Transportation Union",0,10000,10000
746,Jared Huffman,California,Democrat, District 2,N00033030,Transport Workers Union,0,10000,10000
747,Jared Huffman,California,Democrat, District 2,N00033030,CBRE Group,9895,0,9895
748,Jared Huffman,California,Democrat, District 2,N00033030,Berkshire Hathaway,0,9000,9000
749,Jared Huffman,California,Democrat, District 2,N00033030,Honeywell International,0,9000,9000
750,Cindy Hyde-Smith,Mississippi,Republican, Senate,N00043298,Seemann Composites,36300,0,36300
751,Cindy Hyde-Smith,Mississippi,Republican, Senate,N00043298,NorPAC,24320,0,24320
752,Cindy Hyde-Smith,Mississippi,Republican, Senate,N00043298,Telapex Inc,19180,5000,24180
753,Cindy Hyde-Smith,Mississippi,Republican, Senate,N00043298,Addicus,22100,0,22100
754,Cindy Hyde-Smith,Mississippi,Republican, Senate,N00043298,Ergon Inc,19400,0,19400
755,Cindy Hyde-Smith,Mississippi,Republican, Senate,N00043298,Huntington Ingalls Industries,13778,5000,18778
756,Cindy Hyde-Smith,Mississippi,Republican, Senate,N00043298,Pruet Oil,16800,0,16800
757,Cindy Hyde-Smith,Mississippi,Republican, Senate,N00043298,Yates Construction,16800,0,16800
758,Cindy Hyde-Smith,Mississippi,Republican, Senate,N00043298,Sanderson Farms,16400,0,16400
759,Cindy Hyde-Smith,Mississippi,Republican, Senate,N00043298,Community Bancshares of Mississippi,10500,5000,15500
760,Chris Jacobs,New York,Republican, District 27,N00044575,Delaware North Companies,88310,7800,96110
761,Chris Jacobs,New York,Republican, District 27,N00044575,Barrantys LLC,24900,0,24900
762,Chris Jacobs,New York,Republican, District 27,N00044575,Lawley Insurance,24249,0,24249
763,Chris Jacobs,New York,Republican, District 27,N00044575,Buffalo Niagara Medical Campus,22400,0,22400
764,Chris Jacobs,New York,Republican, District 27,N00044575,Paddock Chevrolet,22400,0,22400
765,Chris Jacobs,New York,Republican, District 27,N00044575,Ellicott Development,19500,0,19500
766,Chris Jacobs,New York,Republican, District 27,N00044575,Patrick P Lee Foundation,18300,0,18300
767,Chris Jacobs,New York,Republican, District 27,N00044575,Eb-5 New York State,16800,0,16800
768,Chris Jacobs,New York,Republican, District 27,N00044575,MedStar Health,16800,0,16800
769,Chris Jacobs,New York,Republican, District 27,N00044575,"Lippes, Mathias et al",16275,0,16275
770,Bill Johnson,Ohio,Republican, District 6,N00032088,Magnum Magnetics,16850,0,16850
771,Bill Johnson,Ohio,Republican, District 6,N00032088,Ohio-West Virginia Excavating,15600,0,15600
772,Bill Johnson,Ohio,Republican, District 6,N00032088,America's Communication Assn,0,15000,15000
773,Bill Johnson,Ohio,Republican, District 6,N00032088,American Bankers Assn,0,11500,11500
774,Bill Johnson,Ohio,Republican, District 6,N00032088,Compco Industries,11250,0,11250
775,Bill Johnson,Ohio,Republican, District 6,N00032088,Bi-Con Services,11200,0,11200
776,Bill Johnson,Ohio,Republican, District 6,N00032088,Memorial Health System,1000,10000,11000
777,Bill Johnson,Ohio,Republican, District 6,N00032088,Ariel Corp,10806,0,10806
778,Bill Johnson,Ohio,Republican, District 6,N00032088,Bates Amusement,10500,0,10500
779,Bill Johnson,Ohio,Republican, District 6,N00032088,Verizon Communications,1500,9000,10500
780,Hank Johnson,Georgia,Democrat, District 4,N00027848,AT&T Inc,65,10000,10065
781,Hank Johnson,Georgia,Democrat, District 4,N00027848,Delta Air Lines,60,10000,10060
782,Hank Johnson,Georgia,Democrat, District 4,N00027848,Home Depot,25,10000,10025
783,Hank Johnson,Georgia,Democrat, District 4,N00027848,AFLAC Inc,0,10000,10000
784,Hank Johnson,Georgia,Democrat, District 4,N00027848,American Assn for Justice,0,10000,10000
785,Hank Johnson,Georgia,Democrat, District 4,N00027848,Charter Communications,0,10000,10000
786,Hank Johnson,Georgia,Democrat, District 4,N00027848,Cox Enterprises,0,10000,10000
787,Hank Johnson,Georgia,Democrat, District 4,N00027848,Credit Union National Assn,0,10000,10000
788,Hank Johnson,Georgia,Democrat, District 4,N00027848,International Brotherhood of Electrical Workers,0,10000,10000
789,Hank Johnson,Georgia,Democrat, District 4,N00027848,Laborers Union,0,10000,10000
790,Doug Jones,Alabama,Democrat, Senate,N00024817,University of Alabama,189860,0,189860
791,Doug Jones,Alabama,Democrat, Senate,N00024817,Alphabet Inc,152950,5000,157950
792,Doug Jones,Alabama,Democrat, Senate,N00024817,University of California,133166,0,133166
793,Doug Jones,Alabama,Democrat, Senate,N00024817,Democracy Engine,119699,0,119699
794,Doug Jones,Alabama,Democrat, Senate,N00024817,Microsoft Corp,54823,4000,58823
795,Doug Jones,Alabama,Democrat, Senate,N00024817,Apple Inc,56794,0,56794
796,Doug Jones,Alabama,Democrat, Senate,N00024817,US Government,53259,0,53259
797,Doug Jones,Alabama,Democrat, Senate,N00024817,Walt Disney Co                          ,51914,0,51914
798,Doug Jones,Alabama,Democrat, Senate,N00024817,Auburn University,48574,0,48574
799,Doug Jones,Alabama,Democrat, Senate,N00024817,Paloma Partners,47610,0,47610
800,John Joyce,Pennsylvania,Republican, District 13,N00043242,Sheetz Inc,19100,0,19100
801,John Joyce,Pennsylvania,Republican, District 13,N00043242,Degol Organization,18600,0,18600
802,John Joyce,Pennsylvania,Republican, District 13,N00043242,National Electrical Contractors Assn,0,15000,15000
803,John Joyce,Pennsylvania,Republican, District 13,N00043242,American Academy of Orthopaedic Surgeons,0,13000,13000
804,John Joyce,Pennsylvania,Republican, District 13,N00043242,Blue Cross/Blue Shield,3750,8000,11750
805,John Joyce,Pennsylvania,Republican, District 13,N00043242,Martins Famous Pastry Shoppe,11200,0,11200
806,John Joyce,Pennsylvania,Republican, District 13,N00043242,American Academy of Dermatology Assn,0,10000,10000
807,John Joyce,Pennsylvania,Republican, District 13,N00043242,American Academy of Ophthalmology,0,10000,10000
808,John Joyce,Pennsylvania,Republican, District 13,N00043242,American College of Radiology,0,10000,10000
809,John Joyce,Pennsylvania,Republican, District 13,N00043242,American Resort Development Assn,0,10000,10000
810,John Katko,New York,Republican, District 24,N00035934,Pro-israel America PAC,78800,5000,83800
811,John Katko,New York,Republican, District 24,N00035934,Blackstone Group                        ,22410,0,22410
812,John Katko,New York,Republican, District 24,N00035934,Exelon Corp,8651,10000,18651
813,John Katko,New York,Republican, District 24,N00035934,Bankers Healthcare Group,16600,0,16600
814,John Katko,New York,Republican, District 24,N00035934,L3Harris Technologies,1,15000,15001
815,John Katko,New York,Republican, District 24,N00035934,UnitedHealth Group,6129,7500,13629
816,John Katko,New York,Republican, District 24,N00035934,Lockheed Martin,3263,10000,13263
817,John Katko,New York,Republican, District 24,N00035934,Ernst & Young,1506,10000,11506
818,John Katko,New York,Republican, District 24,N00035934,United Radio,11250,0,11250
819,John Katko,New York,Republican, District 24,N00035934,Charles Schwab Corp,11201,0,11201
820,Mark Kelly,Arizona,Democrat, Senate,N00044223,University of California,447225,0,447225
821,Mark Kelly,Arizona,Democrat, Senate,N00044223,Democracy Engine,336217,0,336217
822,Mark Kelly,Arizona,Democrat, Senate,N00044223,Alphabet Inc,317700,0,317700
823,Mark Kelly,Arizona,Democrat, Senate,N00044223,University of Arizona,290698,0,290698
824,Mark Kelly,Arizona,Democrat, Senate,N00044223,Arizona State University,202797,0,202797
825,Mark Kelly,Arizona,Democrat, Senate,N00044223,Microsoft Corp,171821,0,171821
826,Mark Kelly,Arizona,Democrat, Senate,N00044223,US Government,154817,0,154817
827,Mark Kelly,Arizona,Democrat, Senate,N00044223,Apple Inc,146806,0,146806
828,Mark Kelly,Arizona,Democrat, Senate,N00044223,Walt Disney Co,141211,0,141211
829,Mark Kelly,Arizona,Democrat, Senate,N00044223,Stanford University,140668,0,140668
830,Trent Kelly,Mississippi,Republican, District 1,N00037003,Ergon Inc,16400,0,16400
831,Trent Kelly,Mississippi,Republican, District 1,N00037003,Dunlap & Kyle,15100,0,15100
832,Trent Kelly,Mississippi,Republican, District 1,N00037003,BancorpSouth Bank,3000,10000,13000
833,Trent Kelly,Mississippi,Republican, District 1,N00037003,Leidos Inc,2000,10000,12000
834,Trent Kelly,Mississippi,Republican, District 1,N00037003,Boeing Co,2,10000,10002
835,Trent Kelly,Mississippi,Republican, District 1,N00037003,American Bankers Assn,0,10000,10000
836,Trent Kelly,Mississippi,Republican, District 1,N00037003,American Crystal Sugar,0,10000,10000
837,Trent Kelly,Mississippi,Republican, District 1,N00037003,Credit Union National Assn,0,10000,10000
838,Trent Kelly,Mississippi,Republican, District 1,N00037003,General Atomics,0,10000,10000
839,Trent Kelly,Mississippi,Republican, District 1,N00037003,Huntington Ingalls Industries,0,10000,10000
840,Ro Khanna,California,Democrat, District 17,N00026427,Alphabet Inc,75755,0,75755
841,Ro Khanna,California,Democrat, District 17,N00026427,"Wilson, Sonsini et al                   ",39870,0,39870
842,Ro Khanna,California,Democrat, District 17,N00026427,Stanford University,27450,0,27450
843,Ro Khanna,California,Democrat, District 17,N00026427,Cervin Ventures,23900,0,23900
844,Ro Khanna,California,Democrat, District 17,N00026427,Accel Inc,23400,0,23400
845,Ro Khanna,California,Democrat, District 17,N00026427,"Kleiner, Perkins et al",23400,0,23400
846,Ro Khanna,California,Democrat, District 17,N00026427,Y Combinator,23400,0,23400
847,Ro Khanna,California,Democrat, District 17,N00026427,US Venture Partners                               ,22400,0,22400
848,Ro Khanna,California,Democrat, District 17,N00026427,University of California                ,18517,0,18517
849,Ro Khanna,California,Democrat, District 17,N00026427,Morgan Stanley,17065,0,17065
850,Andy Kim,New Jersey,Democrat, District 3,N00041370,Princeton University,76261,0,76261
851,Andy Kim,New Jersey,Democrat, District 3,N00041370,Democracy Engine,59128,0,59128
852,Andy Kim,New Jersey,Democrat, District 3,N00041370,J Street,47964,413,48377
853,Andy Kim,New Jersey,Democrat, District 3,N00041370,Alphabet Inc,44654,0,44654
854,Andy Kim,New Jersey,Democrat, District 3,N00041370,Rutgers University,39602,0,39602
855,Andy Kim,New Jersey,Democrat, District 3,N00041370,University of Pennsylvania,34932,0,34932
856,Andy Kim,New Jersey,Democrat, District 3,N00041370,Microsoft Corp,28749,0,28749
857,Andy Kim,New Jersey,Democrat, District 3,N00041370,Netapp,28000,0,28000
858,Andy Kim,New Jersey,Democrat, District 3,N00041370,End Citizens United & Let America Vote,17869,10000,27869
859,Andy Kim,New Jersey,Democrat, District 3,N00041370,League of Conservation Voters,17830,8998,26828
860,Pete King,New York,Republican, District 2,N00001193,L3Harris Technologies,0,10000,10000
861,Pete King,New York,Republican, District 2,N00001193,UBS AG,0,10000,10000
862,Pete King,New York,Republican, District 2,N00001193,Marcus Foundation,8399,0,8399
863,Pete King,New York,Republican, District 2,N00001193,Seafarers International Union,0,7500,7500
864,Pete King,New York,Republican, District 2,N00001193,Council of Insurance Agents & Brokers,0,6500,6500
865,Pete King,New York,Republican, District 2,N00001193,Aspect Holdings,5600,0,5600
866,Pete King,New York,Republican, District 2,N00001193,Blackstone Group,5600,0,5600
867,Pete King,New York,Republican, District 2,N00001193,Craig Realty Group,5600,0,5600
868,Pete King,New York,Republican, District 2,N00001193,Western National Group,5600,0,5600
869,Pete King,New York,Republican, District 2,N00001193,American Hotel & Lodging Assn,0,5000,5000
870,Ann Kirkpatrick,Arizona,Democrat, District 2,N00029260,University of Arizona,21362,0,21362
871,Ann Kirkpatrick,Arizona,Democrat, District 2,N00029260,EMILY's List,9650,10000,19650
872,Ann Kirkpatrick,Arizona,Democrat, District 2,N00029260,JA Woollam Co,11200,0,11200
873,Ann Kirkpatrick,Arizona,Democrat, District 2,N00029260,Patagonia Works,11200,0,11200
874,Ann Kirkpatrick,Arizona,Democrat, District 2,N00029260,General Dynamics                        ,1016,10000,11016
875,Ann Kirkpatrick,Arizona,Democrat, District 2,N00029260,Honeywell International,670,10000,10670
876,Ann Kirkpatrick,Arizona,Democrat, District 2,N00029260,Pinnacle West Capital,494,10000,10494
877,Ann Kirkpatrick,Arizona,Democrat, District 2,N00029260,American Federation of State/Cnty/Munic Employees,477,10000,10477
878,Ann Kirkpatrick,Arizona,Democrat, District 2,N00029260,Service Employees International Union,5070,5000,10070
879,Ann Kirkpatrick,Arizona,Democrat, District 2,N00029260,National Education Assn,50,10000,10050
880,Ann Kuster,New Hampshire,Democrat, District 2,N00030875,Dartmouth College,48337,0,48337
881,Ann Kuster,New Hampshire,Democrat, District 2,N00030875,Harvard University,36922,0,36922
882,Ann Kuster,New Hampshire,Democrat, District 2,N00030875,Blue Cross/Blue Shield,8500,18000,26500
883,Ann Kuster,New Hampshire,Democrat, District 2,N00030875,Dartmouth-Hitchcock Medical Center,22137,0,22137
884,Ann Kuster,New Hampshire,Democrat, District 2,N00030875,State of New Hampshire,22070,0,22070
885,Ann Kuster,New Hampshire,Democrat, District 2,N00030875,Bain Capital,14000,0,14000
886,Ann Kuster,New Hampshire,Democrat, District 2,N00030875,Cisco Systems,11779,0,11779
887,Ann Kuster,New Hampshire,Democrat, District 2,N00030875,New Jersey Urology,11600,0,11600
888,Ann Kuster,New Hampshire,Democrat, District 2,N00030875,Currier Museum of Art,11200,0,11200
889,Ann Kuster,New Hampshire,Democrat, District 2,N00030875,Lone Pine Capital,11200,0,11200
890,Doug LaMalfa,California,Republican, District 1,N00033987,Crain Ranch,14000,0,14000
891,Doug LaMalfa,California,Republican, District 1,N00033987,Montna Farms,13998,0,13998
892,Doug LaMalfa,California,Republican, District 1,N00033987,Old Durham Wood,12200,0,12200
